"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","r",,"2531","1730134981423","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"2532","1730134981487","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"2533","1730134981647","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","u",,"2534","1730134981764","Recursion.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","r",,"2535","1730134981851","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","n",,"2536","1730134981962","Recursion.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke"," ",,"2537","1730134982080","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"2538","1730134982647","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","{",,"2521","1730134979954","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Keystroke","r",,"2531","1730134981423","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"2532","1730134981487","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"2533","1730134981647","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","u",,"2534","1730134981764","Recursion.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","r",,"2535","1730134981851","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","n",,"2536","1730134981962","Recursion.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke"," ",,"2537","1730134982080","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"2538","1730134982647","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","2530","1730134981422","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"2531","1730134981423","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","e","","2531","1730134981486","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"2532","1730134981487","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","2532","1730134981637","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2533","1730134981647","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","u","","2533","1730134981757","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"2534","1730134981764","Recursion.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","r","","2534","1730134981845","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"2535","1730134981851","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","n","","2535","1730134981949","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"2536","1730134981962","Recursion.java","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","2536","1730134982079","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"2537","1730134982080","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","2537","1730134982646","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2538","1730134982647","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","2538","1730134983031","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"2539","1730134983046","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","u","","2539","1730134983102","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"2540","1730134983112","Recursion.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","e","","2540","1730134983247","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"2541","1730134983258","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit",";","","2541","1730134983415","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",";",,"2542","1730134983416","Recursion.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Keystroke","r",,"2539","1730134983046","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","u",,"2540","1730134983112","Recursion.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","e",,"2541","1730134983258","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke",";",,"2542","1730134983416","Recursion.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Keystroke","r",,"2539","1730134983046","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","u",,"2540","1730134983112","Recursion.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","e",,"2541","1730134983258","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke",";",,"2542","1730134983416","Recursion.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Action","Enter",,,"1730134985243","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2554","1730134985246","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1730134985387","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2559","1730134985389","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Up",,,"1730134985856","Recursion.java","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"File.Edit","","    ","2559","1730134988112","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","    ","2549","1730134988113","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Paste",,,"1730134990947","Recursion.java","1.1.5 for 2021-2022 @t1",,"Paste",,,,,
"p","public static long arraySum(int[] data, int position)",,"2554","1730134991000","Recursion.java","1.1.5 for 2021-2022 @t1",,"public static long arraySum(int[] data, int position)",,,,,
"File.Edit","public static long arraySum(int[] data, int position)","","2554","1730134991002","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","{","","2607","1730134992194","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","}","","2608","1730134992195","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2608","1730134992196","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Enter",,,"1730134992804","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
    ","","2608","1730134992806","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","2609","1730134992811","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","2613","1730134992812","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2608","1730134992196","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Keystroke","{",,"2608","1730134992196","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Add 'return' statement",,,"1730135000468","Recursion.java","1.1.5 for 2021-2022 @t1",,"Add 'return' statement",,,,,
"File.Edit","","    ","2609","1730135000478","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
","","2609","1730135000479","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","
","2614","1730135000480","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    return 0;
","","2614","1730135000480","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1730135002997","Recursion.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","2609","1730135003001","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Tab",,,"1730135004031","Recursion.java","1.1.5 for 2021-2022 @t1",,"Tab",,,,,
"File.Edit","    ","","2633","1730135004033","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1730135004829","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2638","1730135004831","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","    ","2633","1730135009700","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Paste",,,"1730135013230","Recursion.java","1.1.5 for 2021-2022 @t1",,"Paste",,,,,
"p","public static int arrayMin(int[] data, int position)",,"2638","1730135013234","Recursion.java","1.1.5 for 2021-2022 @t1",,"public static int arrayMin(int[] data, int position)",,,,,
"File.Edit","public static int arrayMin(int[] data, int position)","","2638","1730135013235","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","{","","2690","1730135014427","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","}","","2691","1730135014429","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2691","1730135014430","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Enter",,,"1730135015047","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
    ","","2691","1730135015049","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","2692","1730135015053","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","2696","1730135015055","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2691","1730135014430","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Keystroke","{",,"2691","1730135014430","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Add 'return' statement",,,"1730135018200","Recursion.java","1.1.5 for 2021-2022 @t1",,"Add 'return' statement",,,,,
"File.Edit","","    ","2692","1730135018202","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
","","2692","1730135018203","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","
","2697","1730135018204","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    return position;
","","2697","1730135018203","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1730135019752","Recursion.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","2692","1730135019755","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1730135021455","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2723","1730135021458","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1730135021775","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2728","1730135021776","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","    ","2723","1730135023887","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Paste",,,"1730135026737","Recursion.java","1.1.5 for 2021-2022 @t1",,"Paste",,,,,
"p","public static double computePyramidWeights(double[][] masses, int row, int column)",,"2728","1730135026741","Recursion.java","1.1.5 for 2021-2022 @t1",,"public static double computePyramidWeights(double[][] masses, int row, int column)",,,,,
"File.Edit","public static double computePyramidWeights(double[][] masses, int row, int column)","","2728","1730135026742","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","{","","2810","1730135030723","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","}","","2811","1730135030725","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2811","1730135030726","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Jump Outside Current Bracket/Quote",,,"1730135030960","Recursion.java","1.1.5 for 2021-2022 @t1",,"Jump Outside Current Bracket/Quote",,,,,
"X-Action","Enter",,,"1730135031112","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2813","1730135031114","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Left",,,"1730135032320","Recursion.java","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1730135032504","Recursion.java","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1730135032672","Recursion.java","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1730135032840","Recursion.java","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1730135033160","Recursion.java","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1730135033680","Recursion.java","1.1.5 for 2021-2022 @t1",,"Left",,,,,
"X-Keystroke","{",,"2811","1730135030726","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Keystroke","{",,"2811","1730135030726","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Enter",,,"1730135034344","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
    ","","2811","1730135034346","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","2812","1730135034350","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","2816","1730135034351","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Add 'return' statement",,,"1730135037804","Recursion.java","1.1.5 for 2021-2022 @t1",,"Add 'return' statement",,,,,
"File.Edit","","    ","2812","1730135037806","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
","","2812","1730135037807","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","
","2817","1730135037808","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    return 0;
","","2817","1730135037807","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1730135039513","Recursion.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","2812","1730135039518","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1730135042417","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2841","1730135042419","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1730135042577","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","2846","1730135042578","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","    ","2846","1730135051254","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","    ","2836","1730135051255","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Paste",,,"1730135055074","Recursion.java","1.1.5 for 2021-2022 @t1",,"Paste",,,,,
"p","public static int howManyOrganisms(char[][] image)",,"2841","1730135055077","Recursion.java","1.1.5 for 2021-2022 @t1",,"public static int howManyOrganisms(char[][] image)",,,,,
"File.Edit","public static int howManyOrganisms(char[][] image)","","2841","1730135055078","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","{","","2891","1730135056591","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","}","","2892","1730135056593","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2892","1730135056593","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Enter",,,"1730135056818","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
    ","","2892","1730135056820","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    
","","2893","1730135056824","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","2897","1730135056825","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","{",,"2892","1730135056593","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Keystroke","{",,"2892","1730135056593","Recursion.java","1.1.5 for 2021-2022 @t1",,"{",,,,,
"X-Action","Add 'return' statement",,,"1730135060400","Recursion.java","1.1.5 for 2021-2022 @t1",,"Add 'return' statement",,,,,
"File.Edit","","    ","2893","1730135060401","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","
","","2893","1730135060402","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","
","2898","1730135060403","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","    return 0;
","","2898","1730135060402","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1730135061717","Recursion.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","2893","1730135061720","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","EditorChange",,,"1730135076115","Recursion.java","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1730135091033","Recursion.java","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","Enter",,,"1730135288531","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
        ","","2530","1730135288534","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1730135288681","Recursion.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
        ","","2539","1730135288683","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Up",,,"1730135297947","Recursion.java","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Action","Up",,,"1730135299075","Recursion.java","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Keystroke","s",,"2531","1730135332960","Recursion.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"2532","1730135333081","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"2533","1730135333238","Recursion.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","r",,"2534","1730135333309","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","t",,"2535","1730135333514","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"2536","1730135333594","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"2537","1730135333672","Recursion.java","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"2538","1730135333819","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","-",,"2539","1730135334037","Recursion.java","1.1.5 for 2021-2022 @t1",,"-",,,,,
"File.Edit","s","","2530","1730135332960","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"2531","1730135332960","Recursion.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","2531","1730135333072","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2532","1730135333081","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","a","","2532","1730135333232","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"2533","1730135333238","Recursion.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","r","","2533","1730135333304","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"2534","1730135333309","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","t","","2534","1730135333504","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"2535","1730135333514","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","2535","1730135333593","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"2536","1730135333594","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","2536","1730135333671","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"2537","1730135333672","Recursion.java","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","2537","1730135333818","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"2538","1730135333819","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","-","","2538","1730135334035","Recursion.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","-",,"2539","1730135334037","Recursion.java","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Action","Backspace",,,"1730135334542","Recursion.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","-","2538","1730135334544","Recursion.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","s",,"2531","1730135332960","Recursion.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"2532","1730135333081","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"2533","1730135333238","Recursion.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","r",,"2534","1730135333308","Recursion.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","t",,"2535","1730135333514","Recursion.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"2536","1730135333594","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"2537","1730135333672","Recursion.java","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"2538","1730135333819","Recursion.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","-",,"2539","1730135334037","Recursion.java","1.1.5 for 2021-2022 @t1",,"-",,,,,
"X-Keystroke","0",,"2539","1730135336980","Recursion.java","1.1.5 for 2021-2022 @t1",,"0",,,,,
"X-Keystroke",";",,"2540","1730135337933","Recursion.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Keystroke","e",,"2550","1730135339960","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","0",,"2539","1730135336980","Recursion.java","1.1.5 for 2021-2022 @t1",,"0",,,,,
"X-Keystroke",";",,"2540","1730135337933","Recursion.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Keystroke","e",,"2550","1730135339961","Recursion.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
